7.191448354,0.2045354
8.358399209,6.046255
4.174024518,3.012430529
4.830643136,5.028889381
9.112947204,9.354442667
0.661863773,7.914409465
8.761698409,8.279755975
3.925872422,2.287944641
3.671203059,7.01461709
3.463631207,3.938036922
8.376556852,1.113924916
1.355305171,7.764299254
0.900948717,2.875766738
0.651061337,0.280214546
6.44328731,7.464710241
0.446179403,4.420481213
5.344527499,8.953070507
0.222628211,3.030118462
5.723143429,2.530373813
1.980845419,5.34187355
8.466867597,6.734771262
1.912608567,6.407938649
6.691512136,7.946892902
3.959184857,5.436777143
4.776687752,3.084613947
6.802752695,0.221125577
3.045758019,5.002338159
6.358557812,6.993294043
8.06236609,4.315831121
0.710107951,0.95299654
2.786843942,4.606104118
7.158509289,2.299676103
1.261130369,5.381031848
4.92559869,1.126669318
7.211629227,4.045340243
8.560107869,9.133328694
9.179034078,6.974443521
8.173788059,5.539372616
9.30500626,5.771661518
6.406856597,4.213973203
3.109913129,8.082097145
9.9022206,3.345229245
1.776036999,9.867298915
7.086402401,3.710210149
0.018726455,8.720929079
2.583064016,9.927521209
4.540710428,8.997512442
5.995987508,6.503467405
8.317036021,8.679549584
7.289151086,1.177587437
9.310511277,1.73931276
1.940895418,3.526804042
7.863420011,7.801748497
6.799148255,1.229618582
4.254021648,8.305088973
0.03880207,7.286265293
6.102211901,8.545479463
5.620081781,1.736125563
7.164571311,4.141107185
7.58990962,9.711321842
8.227717923,5.649657725
2.37906006,0.102325049
4.55246212,6.188474193
9.768230814,2.104716401
9.887187874,4.199674696
0.271915446,1.381593844
6.505136218,1.72178981
6.346309262,5.86121218
4.89082546,3.728376444
0.089146416,7.484205021
0.904673865,3.265046577
9.625905773,9.334594881
1.243372273,0.47971897
0.747209343,7.757807416
9.899900957,5.444931783
7.469698722,6.928017262
3.871554958,8.566797849
4.751073211,6.707752261
0.762210949,3.267351345
6.393078057,4.897940731
8.598705132,9.08981454
2.109786852,8.366234247
5.435803472,8.764339628
2.637001646,9.765186038
2.167109358,0.4047415
8.420495071,8.377189087
9.705957688,2.678125475
7.615915915,1.027617907
2.099896889,6.371361226
4.855698602,3.129085699
6.596947135,9.799939007
4.94615429,6.235559619
4.63551473,3.92535318
3.392190468,6.500721862
9.612203097,9.058432903
4.420169195,2.507124702
8.216370999,8.255136264
3.410059995,8.422694175
6.464676344,8.020460229
3.393320571,0.225000783
6.873298534,4.839679495
8.600625054,5.678191292
2.381457361,7.899798041
9.930442167,3.545841203
2.084877707,2.083434183
4.168376404,8.629806829
8.338729104,7.580306441
9.725891713,3.568339132
0.916071626,4.385676271
3.010486431,2.827527561
4.003331828,1.36528336
7.940822036,4.174759974
9.909486983,1.198106303
9.24971194,2.483833247
8.335559423,6.729357081
0.303539465,2.92892306
5.555870363,4.567355079
8.031469535,2.748662708
3.169625772,4.776655104
5.926866788,3.850241623
2.521461483,1.185888594
0.78201267,9.16720364
2.58597572,8.466370198
0.455514639,5.877012842
2.27196761,0.173915518
0.616092713,7.48616403
8.918714292,3.301635438
6.36881323,4.222136341
5.156617281,9.068958808
2.49816141,7.682050464
0.14414305,7.71085405
4.428445297,9.436242776
2.149649358,4.661716682
3.263023609,9.144137275
9.60608003,1.364251645
0.726364701,7.904197306
6.850438024,5.471956205
8.060623492,8.849338721
6.728680807,3.313024502
8.717235583,0.584515076
5.815428839,7.143186808
4.921350173,1.871525721
6.104389623,8.362423127
6.462138775,0.631564347
9.006671007,6.464652893
9.705798442,8.263398849
